Sem-nCG@3_distil,Sem-nCG@3_sbert-mini,Sem-nCG@3_sbert-l,Sem-nCG@3_roberta,Sem-nCG@3_simcse,Sem-nCG@3_use,Sem-nCG@3_olmo-2-1b,Sem-nCG@3_openelm,Sem-nCG@3_llama3.2,Sem-nCG@3_gemma-3-1b-it,Sem-nCG@3_qwen3-0.6b
0.9696969696969697,0.9333333333333333,0.9090909090909091,0.7575757575757576,1.0,0.9696969696969697,0.7272727272727273,0.696969696969697,0.7575757575757576,0.6666666666666666,0.9696969696969697
0.6666666666666666,0.6,0.696969696969697,0.7575757575757576,0.696969696969697,0.8181818181818181,0.5757575757575758,0.5454545454545455,0.5454545454545454,0.606060606060606,0.5757575757575758
0.5757575757575758,0.4666666666666667,0.5454545454545455,0.606060606060606,0.6363636363636364,0.6363636363636364,0.42424242424242425,0.3030303030303031,0.4545454545454546,0.7878787878787878,0.48484848484848486
0.8717948717948718,0.6888888888888889,0.8461538461538461,0.6666666666666666,0.9487179487179486,0.8205128205128206,0.5641025641025642,0.6153846153846154,0.25641025641025644,0.41025641025641035,0.6666666666666667
0.6666666666666666,0.6888888888888889,0.761904761904762,0.5238095238095238,0.6825396825396824,0.7301587301587301,0.6666666666666666,0.6984126984126984,0.6984126984126984,0.30158730158730157,0.8571428571428572
0.6666666666666666,0.7333333333333334,0.761904761904762,0.5238095238095238,0.6825396825396824,0.7301587301587301,0.6666666666666666,0.6984126984126984,0.6984126984126984,0.3015873015873016,0.8571428571428571
0.8095238095238095,0.6888888888888889,0.8571428571428571,0.7301587301587301,0.7301587301587301,0.8412698412698413,0.7142857142857143,0.7142857142857143,0.7777777777777777,0.507936507936508,0.8095238095238095
0.8095238095238095,0.6507936507936508,0.8571428571428571,0.7301587301587301,0.7301587301587301,0.8412698412698413,0.7142857142857143,0.7142857142857143,0.7777777777777777,0.507936507936508,0.8095238095238095
0.8461538461538461,0.6507936507936508,0.8717948717948718,0.9487179487179486,0.8461538461538461,1.0,0.9230769230769232,0.8717948717948719,0.7692307692307693,0.8205128205128207,0.9743589743589745
0.8717948717948718,0.761904761904762,0.8205128205128206,0.923076923076923,0.7435897435897436,0.7692307692307692,0.7179487179487181,0.7435897435897437,0.7179487179487181,0.8461538461538463,0.7179487179487181
0.8461538461538461,0.761904761904762,0.8717948717948718,0.9487179487179486,0.8461538461538461,1.0,0.9230769230769232,0.8717948717948719,0.7692307692307693,0.8205128205128207,0.9743589743589745
0.7037037037037037,0.7647058823529411,0.6851851851851852,0.7777777777777778,0.5,0.6481481481481483,0.6851851851851852,0.5925925925925927,0.7592592592592593,0.6481481481481481,0.6296296296296297
0.7037037037037037,0.45098039215686275,0.6851851851851852,0.7777777777777778,0.5,0.6481481481481483,0.6851851851851852,0.5925925925925926,0.7592592592592593,0.6481481481481481,0.6296296296296295
0.7037037037037037,0.7450980392156863,0.6851851851851852,0.7777777777777778,0.5,0.6481481481481483,0.6851851851851852,0.5925925925925927,0.7592592592592593,0.6481481481481481,0.6296296296296297
0.7037037037037037,0.7647058823529411,0.6851851851851852,0.7777777777777778,0.5,0.6481481481481483,0.6851851851851852,0.5925925925925927,0.7592592592592593,0.6481481481481481,0.6296296296296297
0.6296296296296297,0.6666666666666666,0.5925925925925926,0.9074074074074076,0.6481481481481483,0.7407407407407407,0.5925925925925927,0.7037037037037037,0.6481481481481483,0.7962962962962963,0.6111111111111112
0.7037037037037037,0.7450980392156863,0.6851851851851852,0.7777777777777778,0.5,0.6481481481481483,0.6851851851851852,0.5925925925925927,0.7592592592592593,0.6481481481481481,0.6296296296296297
0.7037037037037037,0.7647058823529411,0.6851851851851852,0.7777777777777778,0.5,0.6481481481481483,0.6851851851851852,0.5925925925925927,0.7592592592592593,0.6481481481481481,0.6296296296296297
0.6296296296296297,0.8974358974358975,0.5925925925925926,0.9074074074074076,0.6481481481481483,0.7407407407407407,0.5925925925925927,0.7037037037037037,0.6481481481481483,0.7962962962962963,0.6111111111111112
0.7222222222222222,0.8461538461538461,0.7407407407407408,0.7592592592592593,0.6111111111111112,0.7777777777777779,0.6481481481481483,0.7407407407407408,0.7222222222222222,0.7592592592592593,0.7037037037037037
0.7037037037037037,0.8974358974358975,0.6851851851851852,0.7777777777777778,0.5,0.6481481481481483,0.6851851851851852,0.5925925925925927,0.7592592592592593,0.6481481481481481,0.6296296296296297
0.7222222222222222,0.6833333333333333,0.7407407407407408,0.7592592592592593,0.6111111111111112,0.7777777777777779,0.6481481481481483,0.7407407407407408,0.7222222222222222,0.7592592592592593,0.7037037037037037
0.8333333333333334,0.6833333333333333,0.9074074074074076,0.7407407407407408,0.8148148148148148,0.9074074074074076,0.9444444444444444,0.888888888888889,0.9074074074074076,0.5925925925925927,0.8148148148148148
0.962962962962963,0.6833333333333333,0.9444444444444444,0.7962962962962964,0.9074074074074076,0.9814814814814814,0.888888888888889,0.7407407407407407,0.8518518518518517,0.6851851851851852,0.9629629629629628
0.888888888888889,0.6833333333333333,0.9814814814814814,0.7777777777777778,0.8333333333333334,0.888888888888889,0.8703703703703703,0.8333333333333333,0.8703703703703705,0.462962962962963,0.8518518518518519
0.6481481481481481,0.6666666666666667,0.7407407407407408,0.5370370370370371,0.6666666666666667,0.7222222222222222,0.6666666666666667,0.7037037037037036,0.6111111111111112,0.5555555555555556,0.6481481481481481
0.962962962962963,0.6833333333333333,0.9444444444444444,0.7962962962962964,0.9074074074074076,0.9814814814814814,0.888888888888889,0.7407407407407407,0.8518518518518517,0.6851851851851852,0.9629629629629628
1.0,0.6833333333333333,0.8333333333333334,0.5416666666666666,0.9166666666666667,1.0,0.5833333333333334,0.625,0.375,0.41666666666666663,0.5833333333333334
0.5208333333333334,0.6666666666666667,0.5416666666666667,0.625,0.5416666666666667,0.6458333333333334,0.6875,0.6458333333333334,0.7083333333333333,0.7083333333333334,0.625
0.5208333333333334,0.8000000000000002,0.5416666666666667,0.625,0.5416666666666667,0.6458333333333334,0.6875,0.6458333333333334,0.7083333333333333,0.7083333333333334,0.625
1.0,0.6833333333333333,1.0,0.8148148148148148,1.0,1.0,1.0,1.0,0.8888888888888888,0.6296296296296297,1.0
1.0,0.8000000000000002,1.0,0.8148148148148148,1.0,1.0,1.0,1.0,0.888888888888889,0.6296296296296297,1.0
0.7037037037037037,0.7101449275362319,0.8148148148148149,0.7037037037037037,0.7407407407407408,0.8148148148148149,0.8148148148148149,0.7777777777777778,0.6296296296296297,0.6666666666666666,0.7407407407407408
1.0,0.7681159420289856,1.0,0.8148148148148148,1.0,1.0,1.0,1.0,0.8888888888888888,0.6296296296296297,1.0
1.0,0.782608695652174,1.0,0.8148148148148148,1.0,1.0,1.0,1.0,0.8888888888888888,0.6296296296296297,1.0
1.0,0.7536231884057972,1.0,0.8148148148148148,1.0,1.0,1.0,1.0,0.8888888888888888,0.6296296296296297,1.0
0.8518518518518517,0.5217391304347826,0.8518518518518519,0.9629629629629629,0.8518518518518517,0.8888888888888888,0.9259259259259259,0.8518518518518517,0.8148148148148148,0.7037037037037037,0.8888888888888888
0.8518518518518517,0.782608695652174,0.8518518518518519,0.9629629629629629,0.8518518518518517,0.8888888888888888,0.9259259259259259,0.8518518518518517,0.8148148148148148,0.7037037037037037,0.8888888888888888
1.0,0.8055555555555556,1.0,0.8148148148148148,1.0,1.0,1.0,1.0,0.8888888888888888,0.6296296296296297,1.0
0.8518518518518517,0.75,0.8518518518518519,0.9629629629629629,0.8518518518518517,0.8888888888888888,0.9259259259259259,0.8518518518518517,0.8148148148148148,0.7037037037037037,0.8888888888888888
0.6666666666666667,0.9166666666666666,0.5,0.5,0.5555555555555556,0.6111111111111112,0.44444444444444436,0.3333333333333333,0.38888888888888884,0.611111111111111,0.44444444444444436
0.5,0.8055555555555556,0.33333333333333337,0.5555555555555556,0.5,0.38888888888888895,0.3333333333333333,0.44444444444444436,0.44444444444444436,0.5555555555555555,0.3333333333333333
0.6111111111111112,0.6140350877192984,0.5555555555555556,0.6666666666666667,0.4444444444444445,0.5555555555555556,0.4999999999999999,0.5555555555555555,0.4999999999999999,0.8333333333333333,0.4999999999999999
0.38888888888888895,0.6140350877192984,0.4444444444444445,0.6111111111111112,0.33333333333333337,0.4444444444444445,0.38888888888888884,0.4999999999999999,0.3333333333333333,0.6666666666666666,0.38888888888888884
0.38888888888888895,0.4666666666666667,0.4444444444444445,0.6111111111111112,0.33333333333333337,0.4444444444444445,0.38888888888888884,0.4999999999999999,0.3333333333333333,0.6666666666666666,0.38888888888888884
0.7575757575757577,0.4666666666666667,0.7575757575757577,0.606060606060606,0.787878787878788,0.8484848484848485,0.6666666666666666,0.606060606060606,0.7272727272727273,0.4242424242424242,0.6666666666666666
0.7272727272727273,0.4666666666666667,0.8181818181818181,0.7575757575757576,0.8181818181818181,0.787878787878788,0.7272727272727273,0.6666666666666666,0.8181818181818181,0.24242424242424243,0.8181818181818181
0.7272727272727273,0.33333333333333337,0.8181818181818181,0.7575757575757576,0.8181818181818181,0.787878787878788,0.7272727272727273,0.6666666666666666,0.8181818181818181,0.24242424242424243,0.8181818181818181
0.5454545454545455,0.9629629629629629,0.606060606060606,0.5454545454545455,0.5454545454545455,0.5454545454545455,0.5151515151515151,0.5151515151515151,0.48484848484848486,0.5454545454545455,0.5151515151515151
0.6363636363636364,0.9629629629629629,0.7272727272727273,0.6666666666666666,0.7272727272727273,0.6666666666666666,0.696969696969697,0.5151515151515151,0.7272727272727273,0.5454545454545454,0.7575757575757577
,0.8148148148148148,,,,,,,,,
,0.9629629629629629,,,,,,,,,
,0.9629629629629629,,,,,,,,,
,0.9629629629629629,,,,,,,,,
,0.7407407407407408,,,,,,,,,
,0.7407407407407408,,,,,,,,,
,0.9629629629629629,,,,,,,,,
,0.7407407407407408,,,,,,,,,
,0.4285714285714286,,,,,,,,,
,0.380952380952381,,,,,,,,,
,0.3333333333333333,,,,,,,,,
,0.28571428571428575,,,,,,,,,
,0.28571428571428575,,,,,,,,,
,0.696969696969697,,,,,,,,,
,0.787878787878788,,,,,,,,,
,0.787878787878788,,,,,,,,,
,0.5757575757575758,,,,,,,,,
,0.7272727272727273,,,,,,,,,
,0.7333333333333334,,,,,,,,,
,0.7333333333333334,,,,,,,,,
,0.75,,,,,,,,,
,0.75,,,,,,,,,
,0.8888888888888888,,,,,,,,,
,0.75,,,,,,,,,
,0.75,,,,,,,,,
,0.8333333333333334,,,,,,,,,
,0.75,,,,,,,,,
,0.880952380952381,,,,,,,,,
,0.9285714285714287,,,,,,,,,
,0.9761904761904763,,,,,,,,,
,0.5714285714285715,,,,,,,,,
,0.4761904761904763,,,,,,,,,
,0.4285714285714286,,,,,,,,,
,0.4761904761904763,,,,,,,,,
,0.8717948717948718,,,,,,,,,
,0.923076923076923,,,,,,,,,
,0.923076923076923,,,,,,,,,
,0.8974358974358974,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.7962962962962963,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.7962962962962963,,,,,,,,,
,0.7962962962962963,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.28205128205128205,,,,,,,,,
,0.5641025641025641,,,,,,,,,
,0.28205128205128205,,,,,,,,,
,0.5897435897435898,,,,,,,,,
,0.7333333333333334,,,,,,,,,
,0.7407407407407408,,,,,,,,,
,0.8148148148148149,,,,,,,,,
,1.0,,,,,,,,,
,0.8148148148148149,,,,,,,,,
,0.7222222222222222,,,,,,,,,
,0.7777777777777779,,,,,,,,,
,0.5416666666666667,,,,,,,,,
,0.75,,,,,,,,,
,0.7083333333333334,,,,,,,,,
,0.9333333333333335,,,,,,,,,
,0.9333333333333335,,,,,,,,,
,0.8,,,,,,,,,
,0.9333333333333335,,,,,,,,,
,0.9047619047619049,,,,,,,,,
,0.9523809523809526,,,,,,,,,
,0.761904761904762,,,,,,,,,
,0.761904761904762,,,,,,,,,
,0.9047619047619049,,,,,,,,,
,0.6666666666666666,,,,,,,,,
,0.8148148148148149,,,,,,,,,
,0.7777777777777778,,,,,,,,,
,0.8148148148148149,,,,,,,,,
,0.8148148148148149,,,,,,,,,
,1.0,,,,,,,,,
,1.0,,,,,,,,,
,0.9607843137254902,,,,,,,,,
,0.8431372549019608,,,,,,,,,
,0.9215686274509803,,,,,,,,,
,0.8431372549019608,,,,,,,,,
,0.9215686274509803,,,,,,,,,
,0.7592592592592593,,,,,,,,,
,0.9444444444444444,,,,,,,,,
,0.9259259259259259,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.9444444444444444,,,,,,,,,
,0.8703703703703703,,,,,,,,,
,0.8703703703703703,,,,,,,,,
,0.8703703703703703,,,,,,,,,
,0.8518518518518519,,,,,,,,,
,0.8148148148148148,,,,,,,,,
,0.7333333333333333,,,,,,,,,
,0.8333333333333334,,,,,,,,,
,0.7000000000000001,,,,,,,,,
,0.6296296296296297,,,,,,,,,
,0.4444444444444444,,,,,,,,,
,0.48148148148148145,,,,,,,,,
,0.48148148148148145,,,,,,,,,
,0.6296296296296297,,,,,,,,,
,0.48148148148148145,,,,,,,,,
,0.7407407407407408,,,,,,,,,
,0.75,,,,,,,,,
,0.8541666666666666,,,,,,,,,
,0.75,,,,,,,,,
,0.5833333333333333,,,,,,,,,
,0.75,,,,,,,,,
,0.8518518518518517,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.5,,,,,,,,,
,0.75,,,,,,,,,
,0.5,,,,,,,,,
,0.625,,,,,,,,,
,0.625,,,,,,,,,
,0.375,,,,,,,,,
,0.625,,,,,,,,,
,1.0,,,,,,,,,
,1.0,,,,,,,,,
,1.0,,,,,,,,,
,1.0,,,,,,,,,
,0.8888888888888888,,,,,,,,,
,1.0,,,,,,,,,
,0.8666666666666666,,,,,,,,,
,0.8666666666666666,,,,,,,,,
,0.9777777777777776,,,,,,,,,
,0.8666666666666666,,,,,,,,,
,0.5555555555555556,,,,,,,,,
,0.7111111111111111,,,,,,,,,
,0.4,,,,,,,,,
,0.5111111111111111,,,,,,,,,
,0.2666666666666667,,,,,,,,,
,0.8205128205128206,,,,,,,,,
,0.6666666666666666,,,,,,,,,
,0.6666666666666666,,,,,,,,,
,1.0,,,,,,,,,
,0.75,,,,,,,,,
,0.75,,,,,,,,,
,0.8611111111111112,,,,,,,,,
,0.75,,,,,,,,,
,1.0,,,,,,,,,
,0.6515151515151515,,,,,,,,,
,0.6060606060606061,,,,,,,,,
,0.6666666666666666,,,,,,,,,
,0.696969696969697,,,,,,,,,
,0.6212121212121212,,,,,,,,,
,0.696969696969697,,,,,,,,,
,0.9629629629629629,,,,,,,,,
,0.8888888888888888,,,,,,,,,
,0.8787878787878788,,,,,,,,,
,0.8787878787878788,,,,,,,,,
,0.8181818181818181,,,,,,,,,
,0.8484848484848485,,,,,,,,,
,0.9090909090909092,,,,,,,,,
,0.8787878787878788,,,,,,,,,
,0.9696969696969697,,,,,,,,,
,0.5666666666666668,,,,,,,,,
,0.6166666666666667,,,,,,,,,
,0.8833333333333334,,,,,,,,,
,0.6000000000000001,,,,,,,,,
,0.6000000000000001,,,,,,,,,
,0.6000000000000001,,,,,,,,,
,0.7333333333333333,,,,,,,,,
,0.6000000000000001,,,,,,,,,
,0.7333333333333333,,,,,,,,,
,0.7333333333333333,,,,,,,,,
,0.782608695652174,,,,,,,,,
,0.855072463768116,,,,,,,,,
,0.8333333333333334,,,,,,,,,
,0.6388888888888888,,,,,,,,,
,0.8333333333333334,,,,,,,,,
,0.8333333333333334,,,,,,,,,
,0.8333333333333334,,,,,,,,,
,0.7777777777777779,,,,,,,,,
,0.9555555555555555,,,,,,,,,
,0.9333333333333333,,,,,,,,,
,0.9215686274509803,,,,,,,,,
,0.9215686274509803,,,,,,,,,
,0.9215686274509803,,,,,,,,,
,0.9215686274509803,,,,,,,,,
,0.7058823529411765,,,,,,,,,
,0.9215686274509803,,,,,,,,,
,0.7058823529411765,,,,,,,,,
,0.9215686274509803,,,,,,,,,
,0.7083333333333334,,,,,,,,,
,0.75,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.7142857142857143,,,,,,,,,
,0.738095238095238,,,,,,,,,
,0.738095238095238,,,,,,,,,
,0.5238095238095238,,,,,,,,,
,0.8245614035087719,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.368421052631579,,,,,,,,,
,0.9583333333333333,,,,,,,,,
,1.0,,,,,,,,,
,0.875,,,,,,,,,
,0.875,,,,,,,,,
,0.875,,,,,,,,,
,0.9583333333333333,,,,,,,,,
,0.9166666666666667,,,,,,,,,
,0.875,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.9166666666666665,,,,,,,,,
,0.9166666666666665,,,,,,,,,
,0.7499999999999999,,,,,,,,,
,0.7499999999999999,,,,,,,,,
,0.5833333333333333,,,,,,,,,
,0.7499999999999999,,,,,,,,,
,0.7499999999999999,,,,,,,,,
,1.0,,,,,,,,,
,0.9607843137254902,,,,,,,,,
,0.9411764705882353,,,,,,,,,
,0.9215686274509803,,,,,,,,,
,0.9215686274509803,,,,,,,,,
,0.6666666666666666,,,,,,,,,
,0.9607843137254902,,,,,,,,,
,0.8571428571428572,,,,,,,,,
,0.9523809523809526,,,,,,,,,
,0.9523809523809526,,,,,,,,,
,0.8571428571428572,,,,,,,,,
,0.8571428571428572,,,,,,,,,
,0.9682539682539683,,,,,,,,,
,0.761904761904762,,,,,,,,,
,0.761904761904762,,,,,,,,,
,0.4761904761904763,,,,,,,,,
,0.5714285714285715,,,,,,,,,
,0.8235294117647058,,,,,,,,,
,0.9215686274509803,,,,,,,,,
,0.8235294117647058,,,,,,,,,
,0.8431372549019608,,,,,,,,,
,0.9215686274509803,,,,,,,,,
,0.7843137254901961,,,,,,,,,
,0.8235294117647058,,,,,,,,,
,0.8235294117647058,,,,,,,,,
,0.8235294117647058,,,,,,,,,
,0.7916666666666667,,,,,,,,,
,0.9583333333333333,,,,,,,,,
,0.7272727272727273,,,,,,,,,
,0.5454545454545455,,,,,,,,,
,1.0,,,,,,,,,
,0.393939393939394,,,,,,,,,
,0.393939393939394,,,,,,,,,
,0.6666666666666666,,,,,,,,,
,0.6666666666666666,,,,,,,,,
,0.6666666666666666,,,,,,,,,
,0.6666666666666666,,,,,,,,,
,0.43333333333333335,,,,,,,,,
,0.7333333333333334,,,,,,,,,
,0.7666666666666667,,,,,,,,,
,0.7333333333333334,,,,,,,,,
,0.43333333333333335,,,,,,,,,
,0.43333333333333335,,,,,,,,,
,0.9166666666666666,,,,,,,,,
,1.0,,,,,,,,,
,0.8888888888888888,,,,,,,,,
,0.8888888888888888,,,,,,,,,
,0.8333333333333334,,,,,,,,,
,0.8333333333333334,,,,,,,,,
,0.8333333333333334,,,,,,,,,
,0.8181818181818181,,,,,,,,,
,0.7666666666666667,,,,,,,,,
,0.8,,,,,,,,,
,0.7666666666666667,,,,,,,,,
,0.7666666666666667,,,,,,,,,
,0.696969696969697,,,,,,,,,
,0.696969696969697,,,,,,,,,
,0.696969696969697,,,,,,,,,
,0.696969696969697,,,,,,,,,
,0.7692307692307692,,,,,,,,,
,0.8461538461538461,,,,,,,,,
,0.7692307692307692,,,,,,,,,
,0.8461538461538461,,,,,,,,,
,0.8461538461538461,,,,,,,,,
,0.8461538461538461,,,,,,,,,
,0.8461538461538461,,,,,,,,,
,0.7692307692307692,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.7777777777777779,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.5666666666666667,,,,,,,,,
,0.7000000000000001,,,,,,,,,
,0.7666666666666667,,,,,,,,,
,0.5666666666666667,,,,,,,,,
,0.7000000000000001,,,,,,,,,
,0.7000000000000001,,,,,,,,,
,0.9259259259259259,,,,,,,,,
,0.9259259259259259,,,,,,,,,
,0.8703703703703703,,,,,,,,,
,0.8571428571428572,,,,,,,,,
,0.7142857142857144,,,,,,,,,
,0.7142857142857144,,,,,,,,,
,0.8571428571428572,,,,,,,,,
,0.8571428571428572,,,,,,,,,
,0.7142857142857144,,,,,,,,,
,0.7647058823529411,,,,,,,,,
,0.7647058823529411,,,,,,,,,
,0.7647058823529411,,,,,,,,,
,0.7647058823529411,,,,,,,,,
,0.7291666666666666,,,,,,,,,
,0.9166666666666666,,,,,,,,,
,0.9166666666666666,,,,,,,,,
,0.75,,,,,,,,,
,0.5416666666666667,,,,,,,,,
,0.5833333333333334,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.5416666666666667,,,,,,,,,
,0.5416666666666667,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.5416666666666667,,,,,,,,,
,0.7666666666666667,,,,,,,,,
,0.7666666666666667,,,,,,,,,
,0.7333333333333334,,,,,,,,,
,0.7666666666666667,,,,,,,,,
,0.7666666666666667,,,,,,,,,
,0.7666666666666667,,,,,,,,,
,0.7666666666666667,,,,,,,,,
,0.8333333333333334,,,,,,,,,
,0.8888888888888888,,,,,,,,,
,0.8888888888888888,,,,,,,,,
,0.75,,,,,,,,,
,0.75,,,,,,,,,
,0.75,,,,,,,,,
,0.8888888888888888,,,,,,,,,
,0.8333333333333334,,,,,,,,,
,0.9803921568627451,,,,,,,,,
,0.9803921568627451,,,,,,,,,
,0.9803921568627451,,,,,,,,,
,0.803921568627451,,,,,,,,,
,0.9803921568627451,,,,,,,,,
,0.6333333333333333,,,,,,,,,
,0.8666666666666667,,,,,,,,,
,0.7666666666666667,,,,,,,,,
,0.7000000000000001,,,,,,,,,
,0.6333333333333333,,,,,,,,,
,0.7333333333333334,,,,,,,,,
,0.8,,,,,,,,,
,0.8,,,,,,,,,
,0.8,,,,,,,,,
,0.8999999999999999,,,,,,,,,
,0.8,,,,,,,,,
,0.4761904761904763,,,,,,,,,
,0.8095238095238096,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.7777777777777779,,,,,,,,,
,0.7222222222222222,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.4444444444444445,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.7222222222222222,,,,,,,,,
,0.8431372549019608,,,,,,,,,
,0.8431372549019608,,,,,,,,,
,0.8235294117647058,,,,,,,,,
,0.803921568627451,,,,,,,,,
,0.8947368421052632,,,,,,,,,
,0.8947368421052632,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.8947368421052632,,,,,,,,,
,0.9090909090909091,,,,,,,,,
,0.7575757575757576,,,,,,,,,
,0.8095238095238095,,,,,,,,,
,0.7142857142857143,,,,,,,,,
,0.7380952380952382,,,,,,,,,
,0.7380952380952382,,,,,,,,,
,0.8222222222222222,,,,,,,,,
,0.8444444444444444,,,,,,,,,
,0.8222222222222222,,,,,,,,,
,1.0,,,,,,,,,
,0.5777777777777777,,,,,,,,,
,1.0,,,,,,,,,
,1.0,,,,,,,,,
,0.888888888888889,,,,,,,,,
,0.6315789473684211,,,,,,,,,
,0.8421052631578948,,,,,,,,,
,0.8421052631578948,,,,,,,,,
,0.6315789473684211,,,,,,,,,
,0.6315789473684211,,,,,,,,,
,0.6315789473684211,,,,,,,,,
,0.8518518518518519,,,,,,,,,
,0.5370370370370371,,,,,,,,,
,0.8148148148148148,,,,,,,,,
,0.8703703703703703,,,,,,,,,
,0.8750000000000001,,,,,,,,,
,0.9375,,,,,,,,,
,0.8125,,,,,,,,,
,0.8125,,,,,,,,,
,0.5454545454545454,,,,,,,,,
,0.5303030303030303,,,,,,,,,
,0.5606060606060607,,,,,,,,,
,0.5303030303030303,,,,,,,,,
,0.5303030303030303,,,,,,,,,
,0.5303030303030303,,,,,,,,,
,0.5303030303030303,,,,,,,,,
,0.7333333333333333,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.6833333333333335,,,,,,,,,
,0.8166666666666668,,,,,,,,,
,0.8500000000000002,,,,,,,,,
,0.8166666666666668,,,,,,,,,
,0.6140350877192983,,,,,,,,,
,0.7017543859649122,,,,,,,,,
,0.736842105263158,,,,,,,,,
,0.5263157894736842,,,,,,,,,
,0.6666666666666667,,,,,,,,,
,0.7017543859649122,,,,,,,,,
,0.6140350877192983,,,,,,,,,
,0.5333333333333333,,,,,,,,,
,0.8,,,,,,,,,
,0.8,,,,,,,,,
,0.8,,,,,,,,,
